Education,Marital_Status,Income,Kids,Days_is_client,Recency,Expenses,Client_age,TotalNumPurchases,TotalAcceptedCmp,Complain,Response
Postgraduate,Partner,70123.0,0,274,27,1727,31,17,2,0,0
Graduate,Single,62450.0,1,174,61,995,55,16,1,0,0
Graduate,Partner,21675.0,1,18,55,45,38,10,0,0,0
Graduate,Single,42395.0,2,86,35,182,33,12,0,0,0
Postgraduate,Partner,61346.0,1,266,34,989,36,23,0,0,0
Graduate,Partner,80812.0,0,285,95,1677,61,18,3,0,0
Postgraduate,Single,42835.0,2,364,64,595,43,23,0,0,0
Graduate,Partner,39922.0,1,500,30,156,31,9,0,0,0
Postgraduate,Single,86424.0,0,85,12,1226,58,28,0,0,0
Graduate,Partner,17117.0,1,528,96,128,36,11,0,0,0
Graduate,Single,24762.0,1,139,16,86,42,9,1,0,1
Graduate,Partner,35797.0,1,621,16,68,39,7,0,0,0
Graduate,Single,36627.0,2,341,78,16,39,4,0,0,0
Graduate,Partner,51111.0,2,10,83,55,33,7,0,0,0
Postgraduate,Single,86857.0,0,655,96,2114,42,22,0,0,1
Postgraduate,Partner,82072.0,0,362,67,2018,44,19,0,0,0
Postgraduate,Single,46231.0,3,580,87,263,61,15,0,0,0
Graduate,Partner,42243.0,2,200,34,55,55,7,0,0,0
Graduate,Partner,51195.0,2,454,46,564,52,24,0,0,0
Postgraduate,Single,68092.0,0,195,7,1281,36,20,0,0,0
Graduate,Partner,31814.0,1,505,73,83,41,7,1,0,0
Postgraduate,Single,51390.0,2,659,54,353,49,18,0,0,0
Graduate,Partner,76630.0,0,166,93,1003,31,25,0,0,0
Undergraduate,Single,26868.0,1,60,52,14,23,4,0,0,0
Postgraduate,Single,48948.0,0,513,53,902,71,24,1,0,1
Postgraduate,Single,55260.0,1,564,81,1139,42,25,0,0,0
Graduate,Partner,64090.0,1,326,8,797,58,20,0,0,1
Graduate,Single,78331.0,1,157,97,1638,56,25,0,0,0
Postgraduate,Partner,37087.0,1,322,50,401,40,17,0,0,0
Graduate,Single,21846.0,1,250,38,84,28,11,0,0,0
Graduate,Partner,81320.0,0,508,61,928,56,18,0,0,0
Graduate,Single,54137.0,1,317,46,203,44,11,0,0,0
Graduate,Partner,66825.0,0,350,73,858,47,16,0,0,0
Graduate,Partner,57100.0,0,207,19,409,41,13,0,0,0
Graduate,Partner,58917.0,3,462,10,282,45,16,0,0,0
Graduate,Single,85072.0,0,81,94,1423,37,18,0,0,0
Graduate,Single,86429.0,0,220,10,1449,53,18,1,0,1
Graduate,Single,45684.0,1,209,37,28,43,4,0,0,0
Graduate,Partner,47889.0,1,176,94,67,40,6,0,0,0
Postgraduate,Partner,45921.0,0,111,23,199,28,10,0,0,0
Postgraduate,Single,78420.0,0,365,75,1453,48,22,0,0,0
Graduate,Partner,75114.0,0,234,40,1253,22,19,0,0,0
Postgraduate,Single,52278.0,1,520,24,1198,51,31,0,0,1
Postgraduate,Partner,35641.0,1,350,11,178,42,10,0,0,1
Graduate,Single,95529.0,0,573,29,1990,20,18,1,0,1
Graduate,Partner,62820.0,0,414,51,976,60,14,0,0,0
Postgraduate,Partner,73113.0,0,185,86,1001,54,15,0,0,0
Postgraduate,Partner,84169.0,0,326,9,1919,32,20,2,0,1
Graduate,Single,42607.0,1,224,30,350,60,14,0,0,0
Postgraduate,Single,74637.0,0,407,73,1650,60,25,1,0,0
Postgraduate,Partner,46015.0,2,77,25,46,59,5,2,0,0
Graduate,Single,72354.0,0,438,67,1228,21,19,0,0,0
Postgraduate,Single,39858.0,1,521,67,95,45,7,0,0,1
Postgraduate,Partner,34469.0,2,56,58,62,66,9,0,0,0
Graduate,Partner,83033.0,1,42,82,1761,28,26,1,0,0
Postgraduate,Partner,24401.0,0,667,98,467,35,16,0,0,0
Graduate,Partner,77583.0,0,139,93,1149,36,19,1,0,0
Graduate,Single,74116.0,0,181,53,2052,32,19,1,0,0
Graduate,Single,74293.0,0,56,66,1127,21,16,0,0,0
Postgraduate,Partner,68397.0,1,224,6,1416,38,21,0,0,0
Postgraduate,Partner,79632.0,0,82,42,1113,40,20,0,0,0
Graduate,Single,46107.0,1,139,78,125,25,7,0,0,0
Postgraduate,Single,64950.0,1,686,29,966,63,25,1,0,0
Undergraduate,Partner,25443.0,1,554,82,32,25,5,0,0,0
Graduate,Single,75127.0,0,38,92,833,62,19,0,0,0
Postgraduate,Partner,32892.0,1,35,78,46,43,8,0,0,0
Graduate,Partner,71796.0,0,248,54,960,43,17,0,0,0
Postgraduate,Partner,67536.0,1,403,45,1829,44,30,1,0,0
Graduate,Single,55239.0,1,350,59,779,43,26,0,0,0
Postgraduate,Single,60554.0,1,324,8,811,39,23,0,0,0
Graduate,Single,64831.0,2,384,51,1120,62,22,0,0,0
Postgraduate,Partner,56067.0,1,344,51,725,52,20,0,0,0
Graduate,Single,82025.0,0,397,76,1187,31,12,1,0,1
Graduate,Partner,94384.0,0,482,62,2302,61,18,3,0,1
Undergraduate,Single,14906.0,0,554,86,66,28,9,0,0,0
Postgraduate,Partner,51563.0,0,636,60,1250,27,19,2,0,0
Graduate,Partner,57937.0,1,133,56,683,32,20,0,0,0
Graduate,Single,68274.0,2,272,83,305,35,13,0,0,0
Graduate,Partner,39771.0,1,205,92,50,37,6,0,0,0
Graduate,Single,67893.0,1,636,31,995,39,16,0,0,0
Postgraduate,Partner,27922.0,1,50,80,41,35,6,0,0,0
Postgraduate,Partner,52190.0,2,52,39,77,38,9,1,0,0
Postgraduate,Single,44051.0,2,516,20,171,41,12,0,0,1
Postgraduate,Single,42767.0,2,414,53,131,43,7,0,0,0
Postgraduate,Partner,46106.0,2,49,84,54,38,5,0,0,0
Postgraduate,Partner,16927.0,2,504,50,53,38,12,0,0,0
Graduate,Partner,59754.0,1,575,96,475,49,16,0,0,1
Graduate,Single,53700.0,1,681,94,694,62,22,0,0,0
Graduate,Partner,59041.0,2,53,25,96,41,8,0,0,0
Postgraduate,Single,54237.0,1,428,48,361,57,16,0,0,0
Graduate,Single,70647.0,1,646,65,1079,47,26,0,0,0
Postgraduate,Single,52597.0,1,53,69,578,52,20,0,0,0
Postgraduate,Partner,41021.0,1,546,12,64,45,7,0,0,1
Postgraduate,Partner,40233.0,1,258,84,149,39,13,0,0,0
Graduate,Partner,50183.0,2,4,47,231,34,17,0,0,0
Graduate,Partner,54753.0,1,290,87,728,55,21,0,0,0
Graduate,Partner,92955.0,0,314,35,1778,41,23,2,0,1
Graduate,Partner,33471.0,1,625,47,93,41,10,0,0,0
Postgraduate,Partner,34596.0,1,442,48,23,40,4,0,0,1
Graduate,Partner,44010.0,1,624,46,662,34,24,0,0,0
Graduate,Partner,84219.0,0,147,27,1198,26,18,0,0,0
Postgraduate,Partner,40706.0,3,528,37,81,46,11,0,0,0
Graduate,Partner,15716.0,1,594,8,92,26,10,0,1,0
Graduate,Single,59052.0,1,224,29,491,55,18,0,0,0
Postgraduate,Partner,80573.0,0,623,85,1564,43,24,0,0,0
Graduate,Partner,83715.0,0,146,2,926,52,24,0,0,0
Postgraduate,Partner,82576.0,0,697,66,1910,55,19,1,0,0
Postgraduate,Partner,56962.0,3,261,60,411,49,21,0,0,0
Graduate,Partner,35704.0,2,177,54,94,62,9,0,0,0
Graduate,Partner,53103.0,1,290,70,1085,60,28,1,0,0
Graduate,Single,46779.0,2,352,55,23,54,4,0,0,0
Graduate,Single,4861.0,0,7,20,6,49,0,0,0,0
Postgraduate,Single,33462.0,1,326,78,54,35,6,0,0,0
Graduate,Single,63693.0,1,258,63,1150,36,29,0,0,0
Graduate,Partner,80763.0,0,318,17,1415,64,23,2,0,1
Postgraduate,Partner,65352.0,1,312,43,405,40,16,0,0,0
Postgraduate,Partner,82170.0,0,216,13,1908,36,19,0,0,0
Graduate,Single,79689.0,0,413,65,1315,38,27,0,0,0
Postgraduate,Single,35340.0,2,0,1,45,58,7,0,0,0
Graduate,Single,85683.0,0,100,6,1789,60,17,4,0,1
Graduate,Partner,24884.0,1,577,32,19,42,4,0,0,0
Postgraduate,Partner,42021.0,1,667,34,573,33,22,1,0,0
Graduate,Single,64449.0,1,131,70,805,25,24,0,0,0
Graduate,Single,64587.0,2,7,49,108,60,8,0,0,0
Graduate,Single,34824.0,0,95,65,23,19,4,0,0,0
Graduate,Partner,75437.0,0,232,25,1493,36,23,1,0,0
Graduate,Partner,26091.0,2,124,84,89,57,9,0,0,0
Graduate,Partner,52845.0,1,320,7,936,41,25,1,0,0
Graduate,Single,46086.0,1,238,34,343,58,16,0,0,0
Postgraduate,Single,78028.0,1,657,38,528,58,20,2,0,1
Postgraduate,Single,95169.0,0,263,1,1901,27,12,2,0,1
Graduate,Partner,56337.0,2,459,25,724,33,22,2,0,1
Graduate,Partner,22434.0,1,501,25,58,27,7,0,0,0
Postgraduate,Partner,36930.0,1,408,50,297,60,16,0,0,0
Graduate,Single,36130.0,1,512,46,488,60,21,1,0,1
Postgraduate,Partner,65569.0,1,601,96,859,61,23,0,0,0
Graduate,Partner,83844.0,0,413,57,1574,62,20,1,0,0
Graduate,Partner,19514.0,2,154,47,69,46,10,1,0,0
Postgraduate,Single,36736.0,2,415,52,17,51,4,0,0,0
Graduate,Partner,77568.0,1,673,30,2194,35,21,3,0,0
Postgraduate,Partner,49187.0,1,169,63,116,38,8,0,0,0
Graduate,Single,30168.0,1,479,51,279,36,18,0,0,0
Postgraduate,Partner,34053.0,1,657,14,103,46,7,0,0,0
Postgraduate,Partner,38196.0,2,72,20,44,43,9,0,0,0
Postgraduate,Partner,59412.0,0,71,56,406,63,15,0,0,0
Graduate,Partner,70924.0,0,83,41,1363,49,20,1,0,0
Graduate,Partner,54165.0,0,397,72,236,45,11,0,0,0
Graduate,Partner,32300.0,1,542,1,39,41,5,0,0,0
Graduate,Single,20180.0,0,494,27,137,38,8,0,0,0
Graduate,Partner,34961.0,1,10,77,79,41,10,0,0,0
Postgraduate,Partner,28440.0,1,357,87,63,40,6,0,0,0
Postgraduate,Partner,64504.0,3,482,81,1314,61,25,0,0,1
Postgraduate,Partner,33564.0,1,5,51,71,48,6,0,0,0
Graduate,Partner,17345.0,1,603,79,58,36,7,0,0,0
Postgraduate,Partner,56320.0,1,447,11,702,47,21,0,0,0
Graduate,Single,28647.0,1,312,54,94,36,7,1,0,1
Undergraduate,Single,15038.0,1,516,93,80,27,7,0,0,0
Postgraduate,Single,32173.0,1,332,0,22,56,5,0,0,0
Graduate,Partner,68316.0,1,602,54,1211,50,32,0,0,0
Graduate,Partner,74538.0,0,365,21,1461,43,22,1,0,1
Graduate,Single,91700.0,0,528,58,1968,43,20,0,0,1
Graduate,Partner,68695.0,0,4,3,1091,45,16,0,0,0
Graduate,Partner,31056.0,1,523,99,55,37,5,0,0,0
Graduate,Partner,79593.0,0,48,70,1366,41,19,1,0,0
Graduate,Single,28071.0,0,669,65,313,34,13,0,0,0
Postgraduate,Partner,37334.0,2,123,44,62,56,11,0,0,0
Postgraduate,Single,46423.0,2,284,6,92,42,9,0,0,0
Postgraduate,Partner,37126.0,1,91,9,72,43,6,1,0,1
Graduate,Partner,47703.0,1,396,95,655,61,21,0,0,0
Graduate,Partner,61180.0,1,67,70,704,55,18,1,0,0
Graduate,Partner,38998.0,2,603,92,54,60,8,0,1,0
Graduate,Single,8028.0,0,649,62,178,23,16,0,0,0
Graduate,Partner,76081.0,0,37,85,1033,52,14,1,0,0
Graduate,Partner,34728.0,1,334,2,36,28,5,0,0,1
Postgraduate,Single,33168.0,1,624,0,122,49,10,0,0,0
Postgraduate,Partner,33585.0,1,277,91,122,48,7,0,0,0
Postgraduate,Partner,77037.0,1,259,3,1123,54,27,0,0,0
Graduate,Partner,35196.0,1,593,68,497,30,18,0,0,1
Graduate,Partner,44529.0,1,359,98,691,48,25,1,0,0
Graduate,Partner,70924.0,0,83,41,1363,49,20,1,0,0
Postgraduate,Partner,28764.0,2,24,16,12,48,4,1,0,0
Graduate,Single,25959.0,2,500,1,56,44,7,0,0,1
Postgraduate,Partner,27100.0,1,450,64,37,31,5,0,0,0
Graduate,Single,70596.0,0,632,68,968,29,21,0,0,0
Graduate,Partner,42557.0,1,669,98,270,40,15,0,0,0
Postgraduate,Partner,53312.0,0,324,32,278,63,12,0,0,0
Graduate,Single,72228.0,0,579,87,1250,62,22,0,0,0
Graduate,Partner,67605.0,0,455,84,938,27,17,0,0,0
Postgraduate,Partner,62845.0,2,636,3,1178,65,28,1,0,0
Graduate,Partner,65196.0,2,339,34,1155,56,26,1,0,0
Postgraduate,Single,42000.0,0,535,23,653,27,20,0,0,1
Postgraduate,Single,35860.0,2,41,37,49,41,6,1,0,0
Postgraduate,Partner,65526.0,1,79,22,506,50,17,0,0,0
Graduate,Partner,16860.0,2,655,19,38,53,8,0,0,0
Graduate,Single,83528.0,0,59,7,1650,22,23,2,0,1
Graduate,Single,64176.0,1,695,52,1826,49,33,0,0,0
Graduate,Single,22304.0,0,694,91,18,58,4,0,0,0
Graduate,Partner,67023.0,0,117,93,906,36,24,0,1,0
Postgraduate,Partner,32892.0,1,35,78,46,43,8,0,0,0
Graduate,Partner,70713.0,1,573,23,1477,48,25,0,0,0
Graduate,Partner,59925.0,1,576,83,766,59,23,0,0,0
Graduate,Partner,39722.0,1,125,92,47,61,7,0,0,0
Graduate,Partner,46610.0,0,346,4,467,56,14,0,0,0
Graduate,Partner,88347.0,0,361,32,2116,53,21,1,0,0
Postgraduate,Partner,87171.0,0,424,27,1298,33,25,2,0,0
Graduate,Partner,26907.0,2,313,10,22,38,6,0,0,0
Postgraduate,Single,50014.0,1,158,9,396,46,15,0,0,0
Postgraduate,Partner,41014.0,1,433,65,20,36,4,0,0,0
Graduate,Single,66294.0,0,104,68,967,49,13,0,0,0
Graduate,Partner,36715.0,1,589,16,357,43,19,0,0,1
Graduate,Partner,79456.0,0,676,12,1401,58,16,0,0,1
Graduate,Partner,40479.0,1,316,95,15,32,4,0,0,0
Postgraduate,Single,75345.0,0,512,16,2087,44,20,1,0,1
Graduate,Partner,54233.0,1,510,46,981,37,26,0,0,0
Graduate,Single,24163.0,2,260,3,17,44,6,0,0,0
Postgraduate,Partner,84460.0,0,541,80,523,56,22,4,0,1
Graduate,Partner,43776.0,1,57,77,23,31,4,0,0,0
Postgraduate,Single,71691.0,0,104,0,1192,56,17,0,0,1
Postgraduate,Partner,85844.0,0,31,62,1958,41,20,1,0,0
Postgraduate,Single,39190.0,1,64,91,133,40,9,0,0,0
Graduate,Partner,71367.0,0,310,24,777,55,17,0,0,0
Postgraduate,Single,38578.0,2,372,2,73,42,9,0,0,0
Postgraduate,Partner,57236.0,2,109,22,121,49,10,0,0,0
Graduate,Single,61825.0,1,326,56,424,35,15,0,0,0
Graduate,Single,79803.0,1,27,54,868,56,13,0,0,0
Graduate,Single,80910.0,0,606,71,756,28,15,0,0,0
Postgraduate,Partner,27590.0,1,432,38,12,32,4,0,0,0
Graduate,Partner,56775.0,1,543,62,937,35,25,0,0,0
Graduate,Single,83829.0,0,264,78,1862,39,17,3,0,1
Graduate,Partner,54210.0,1,405,18,367,35,14,0,0,0
Graduate,Partner,38508.0,1,331,95,443,28,20,0,0,0
Graduate,Partner,53187.0,1,246,66,267,44,13,0,0,0
Graduate,Partner,30023.0,1,97,28,61,42,6,0,0,0
Postgraduate,Single,76045.0,0,226,78,1323,54,21,1,0,0
Postgraduate,Partner,50870.0,1,10,13,63,62,6,0,0,0
Graduate,Partner,15315.0,0,330,27,64,44,8,0,0,0
Graduate,Partner,65463.0,1,150,17,562,40,19,1,0,0
Graduate,Partner,66480.0,2,29,71,312,49,19,0,0,0
Graduate,Single,76773.0,0,489,79,1156,60,16,0,0,0
Graduate,Single,81698.0,0,485,1,1104,31,16,1,0,1
Postgraduate,Single,54466.0,2,140,78,16,41,4,0,0,0
Postgraduate,Single,98777.0,0,132,23,2008,54,19,1,0,0
Postgraduate,Single,16269.0,1,303,75,44,30,9,0,0,0
Graduate,Partner,71819.0,1,305,70,1574,43,14,2,0,0
Postgraduate,Partner,33569.0,1,256,10,63,31,5,1,0,1
Postgraduate,Partner,36262.0,0,282,24,426,31,12,1,0,1
Undergraduate,Partner,22634.0,0,529,47,96,48,6,0,0,0
Graduate,Partner,47025.0,1,290,98,635,36,23,0,0,0
Graduate,Single,70566.0,1,266,4,757,46,22,0,0,0
Postgraduate,Partner,31605.0,1,584,15,125,35,9,0,0,0
Postgraduate,Single,52034.0,2,408,67,332,41,16,0,0,0
Graduate,Single,48526.0,1,187,32,135,35,8,0,0,0
Graduate,Partner,46734.0,1,588,40,330,60,14,0,0,0
Graduate,Single,39552.0,2,558,54,384,52,20,0,0,1
Graduate,Single,86358.0,2,690,78,1722,48,18,0,0,0
Graduate,Partner,46931.0,3,66,94,78,37,7,0,0,0
Undergraduate,Single,16581.0,0,533,51,24,29,4,0,0,0
Graduate,Single,63998.0,0,191,42,1168,62,25,0,0,1
Postgraduate,Partner,67381.0,1,530,67,957,63,17,1,0,0
Graduate,Single,25930.0,2,262,87,15,47,4,0,0,0
Graduate,Partner,42693.0,1,22,29,57,36,5,0,0,0
Graduate,Partner,85606.0,1,594,89,1956,38,24,1,0,0
Graduate,Single,72903.0,0,243,74,2013,29,21,3,0,1
Graduate,Partner,49669.0,1,36,97,326,40,14,0,0,0
Postgraduate,Partner,36778.0,2,693,63,77,46,9,0,0,0
Postgraduate,Single,85696.0,0,422,88,1313,52,20,0,0,1
Postgraduate,Single,10979.0,0,38,34,30,25,8,0,0,0
Graduate,Partner,49678.0,1,512,81,315,53,14,0,0,0
Postgraduate,Partner,56129.0,1,374,65,660,61,22,0,0,0
Graduate,Partner,37155.0,1,514,51,74,25,7,0,0,0
Graduate,Single,21282.0,1,49,76,46,36,7,0,0,0
Postgraduate,Single,33419.0,1,316,76,86,52,8,0,0,0
Graduate,Single,63285.0,0,236,84,1103,69,25,0,0,0
Postgraduate,Partner,21255.0,1,159,56,61,40,11,0,0,0
Graduate,Partner,42162.0,1,222,31,145,33,9,1,0,1
Graduate,Partner,54450.0,2,653,0,684,58,31,0,0,0
Postgraduate,Partner,57744.0,1,229,91,411,60,16,0,0,0
Graduate,Single,26576.0,1,624,40,27,28,4,1,0,1
Postgraduate,Single,57513.0,0,358,59,1060,71,27,0,0,0
Graduate,Partner,68142.0,1,669,96,1459,50,24,0,0,0
Graduate,Partner,7500.0,1,669,61,18,35,4,0,0,0
Graduate,Partner,83145.0,0,645,14,1833,40,26,1,0,1
Postgraduate,Partner,54197.0,1,87,16,237,54,12,0,0,0
Postgraduate,Single,23091.0,2,32,98,48,51,10,0,0,0
Graduate,Partner,46049.0,2,343,11,515,38,26,0,0,1
Graduate,Partner,56715.0,0,571,52,1020,40,15,0,0,0
Graduate,Partner,79410.0,0,31,19,1370,53,11,0,0,0
Graduate,Partner,57304.0,1,475,61,1026,63,25,0,0,0
Graduate,Partner,44375.0,1,98,73,301,49,12,0,0,0
Graduate,Partner,54450.0,2,653,0,684,58,31,0,0,0
Graduate,Partner,59594.0,1,617,74,499,49,17,1,0,0
Graduate,Partner,80685.0,0,676,55,1004,20,21,0,0,0
Postgraduate,Partner,40344.0,1,259,48,218,40,12,0,0,0
Graduate,Partner,62710.0,1,402,53,606,42,22,0,0,0
Graduate,Partner,48985.0,1,359,13,75,46,6,0,0,0
Graduate,Partner,35322.0,3,676,34,106,46,9,0,0,0
Graduate,Partner,77142.0,0,396,54,990,66,17,0,0,0
Graduate,Single,81657.0,0,158,69,1097,45,16,0,0,0
Undergraduate,Partner,14421.0,0,132,81,16,18,4,1,0,0
Graduate,Partner,20130.0,0,104,99,34,40,5,0,0,0
Postgraduate,Partner,74214.0,0,672,3,1711,24,16,0,0,0
Postgraduate,Partner,66726.0,2,168,61,438,57,17,1,0,0
Undergraduate,Partner,23724.0,1,537,65,75,35,7,0,0,0
Postgraduate,Partner,47353.0,1,228,93,225,54,13,0,0,0
Postgraduate,Partner,33444.0,2,603,24,18,62,4,0,0,0
Graduate,Partner,54386.0,1,408,8,470,33,17,0,0,0
Graduate,Single,28510.0,2,442,72,91,33,9,0,0,0
Graduate,Partner,48070.0,1,532,33,504,64,19,0,1,0
Graduate,Partner,43140.0,1,540,68,235,57,11,0,0,0
Postgraduate,Single,54959.0,1,526,55,1232,53,21,1,0,1
Undergraduate,Single,15056.0,2,422,76,88,56,12,0,0,0
Graduate,Single,26954.0,1,52,17,17,43,4,0,0,0
Graduate,Single,22327.0,1,331,94,24,29,5,0,0,0
Graduate,Partner,44393.0,2,311,86,60,49,7,0,0,0
Postgraduate,Single,62000.0,1,308,25,1020,62,26,1,0,0
Postgraduate,Partner,31497.0,1,570,22,155,52,10,0,0,0
Graduate,Partner,45894.0,2,122,15,51,40,5,0,0,0
Postgraduate,Single,78579.0,0,554,35,1812,44,16,0,0,1
Postgraduate,Single,67369.0,1,589,81,1461,45,25,2,0,1
Graduate,Single,58401.0,1,70,55,96,54,6,0,0,0
Graduate,Single,62307.0,1,132,94,160,62,9,0,0,0
Postgraduate,Partner,43641.0,2,433,50,139,45,10,0,0,0
Postgraduate,Single,63841.0,1,434,64,908,46,22,0,0,0
Graduate,Partner,46891.0,1,301,91,183,49,8,0,0,0
Postgraduate,Partner,70091.0,1,455,11,1161,45,19,1,0,0
Postgraduate,Partner,78075.0,0,85,72,988,42,14,0,0,0
Graduate,Single,59184.0,1,658,6,1072,53,27,0,0,0
Graduate,Partner,54809.0,2,291,0,174,37,12,0,0,0
Graduate,Partner,58113.0,1,520,66,758,55,22,0,1,0
Postgraduate,Partner,51412.0,1,180,42,195,56,11,0,0,0
Graduate,Single,15287.0,1,627,60,31,35,6,1,0,1
Postgraduate,Partner,66636.0,0,316,64,1084,57,17,0,0,0
Postgraduate,Partner,50965.0,1,494,87,685,58,22,1,0,0
Postgraduate,Partner,84618.0,0,219,96,1672,49,26,1,0,0
Graduate,Partner,18351.0,0,243,1,43,24,6,0,0,0
Postgraduate,Partner,40451.0,2,133,54,49,57,5,1,0,0
Graduate,Partner,36317.0,1,403,53,133,49,9,0,0,0
Graduate,Partner,42213.0,1,260,96,363,57,15,1,0,0
Graduate,Partner,65748.0,1,440,58,545,59,18,0,1,0
Graduate,Partner,77044.0,1,245,12,1065,42,31,1,0,0
Graduate,Partner,74918.0,0,474,78,2047,45,21,1,0,0
Graduate,Partner,56721.0,2,606,64,296,42,15,0,0,0
Graduate,Single,42160.0,2,366,26,140,39,11,0,0,1
Graduate,Single,61559.0,1,347,8,530,49,17,0,0,0
Postgraduate,Partner,33629.0,2,690,49,152,51,13,0,0,0
Postgraduate,Partner,68682.0,0,266,56,1598,23,24,0,0,0
Graduate,Single,34377.0,1,526,55,114,51,8,0,0,0
Undergraduate,Single,8940.0,1,676,25,101,28,10,0,0,0
Graduate,Partner,26228.0,1,280,50,25,41,4,0,0,0
Graduate,Single,77297.0,0,519,84,789,57,22,1,0,0
Graduate,Partner,40211.0,2,334,30,87,33,7,1,0,0
Postgraduate,Single,33438.0,2,280,81,90,56,11,0,0,0
Postgraduate,Partner,75032.0,1,427,74,1215,55,20,0,0,0
Postgraduate,Single,61284.0,0,260,76,811,59,22,1,0,0
Graduate,Partner,22518.0,1,615,36,61,28,7,1,0,1
Postgraduate,Partner,54730.0,1,318,64,405,39,18,0,0,0
Postgraduate,Partner,38452.0,2,91,62,72,59,9,0,0,0
Graduate,Single,44421.0,2,499,53,189,43,14,0,0,0
Postgraduate,Partner,38197.0,1,365,86,40,28,5,0,0,0
Graduate,Single,41986.0,1,140,15,63,36,10,0,0,0
Graduate,Partner,28427.0,1,465,67,52,31,7,0,0,0
Postgraduate,Partner,37395.0,1,58,47,39,38,5,0,0,0
Graduate,Partner,64722.0,1,34,47,805,43,25,0,0,0
Postgraduate,Partner,55249.0,1,73,81,130,58,8,0,0,0
Graduate,Partner,84906.0,0,268,98,1631,42,24,3,0,0
Graduate,Partner,28691.0,1,360,56,34,25,5,0,0,0
Graduate,Single,44213.0,2,212,48,152,62,12,0,0,0
Undergraduate,Single,25707.0,1,162,18,21,30,5,0,0,0
Postgraduate,Partner,59062.0,3,269,74,71,47,7,0,0,0
Graduate,Single,76624.0,1,36,68,899,52,23,1,0,0
Postgraduate,Partner,66000.0,0,70,36,711,67,10,0,0,0
Postgraduate,Partner,27683.0,1,694,90,351,36,16,0,0,0
Graduate,Single,1730.0,0,42,65,8,43,15,0,0,0
Undergraduate,Single,7500.0,1,573,63,119,22,11,0,0,0
Graduate,Partner,40521.0,2,450,82,21,46,4,0,0,0
Postgraduate,Partner,20427.0,1,97,63,10,41,4,0,0,0
Graduate,Partner,65106.0,1,36,55,973,39,27,1,0,0
Postgraduate,Partner,69969.0,0,306,64,1536,49,13,2,0,1
Graduate,Partner,67433.0,2,348,51,992,62,28,1,0,0
Postgraduate,Partner,77766.0,1,492,97,1529,47,34,1,0,1
Graduate,Partner,74716.0,1,290,92,860,42,17,0,0,0
Graduate,Single,68118.0,1,254,51,928,51,23,0,0,0
Postgraduate,Partner,55158.0,2,699,72,418,44,18,0,0,1
Graduate,Partner,62972.0,1,695,39,587,59,16,0,0,1
Graduate,Partner,74190.0,1,48,49,641,39,19,0,0,0
Graduate,Partner,39356.0,2,102,21,23,38,4,1,0,0
Graduate,Partner,76653.0,0,317,91,2279,45,23,2,0,0
Postgraduate,Single,35860.0,2,41,37,49,41,6,1,0,0
Postgraduate,Single,90687.0,0,403,98,1779,31,17,1,0,1
Postgraduate,Partner,73450.0,0,206,85,1804,32,27,2,0,0
Graduate,Partner,31454.0,2,358,40,48,54,8,0,0,0
Graduate,Single,47139.0,2,115,2,83,62,7,0,0,1
Graduate,Single,83829.0,0,264,78,1862,39,17,3,0,1
Postgraduate,Partner,53378.0,2,643,41,793,51,29,0,0,1
Graduate,Partner,19656.0,1,506,94,84,44,9,0,0,0
Postgraduate,Partner,45579.0,1,313,10,183,66,10,0,0,0
Graduate,Single,85485.0,0,8,73,1383,56,19,0,0,0
Graduate,Partner,55956.0,0,83,22,999,70,16,1,0,0
Postgraduate,Single,64191.0,1,523,30,825,51,24,0,0,0
Graduate,Single,38808.0,1,672,21,246,42,14,1,0,1
Postgraduate,Partner,57183.0,2,467,51,610,48,25,0,0,0
Postgraduate,Single,23748.0,1,585,97,76,46,9,0,0,0
Graduate,Partner,66303.0,1,488,56,1286,43,22,1,0,0
Postgraduate,Partner,37368.0,1,195,4,30,39,4,1,0,0
Graduate,Partner,40800.0,3,544,77,99,50,8,0,1,0
Graduate,Single,71847.0,0,646,95,1192,36,22,1,0,0
Graduate,Partner,46149.0,1,212,36,362,39,18,0,0,0
Graduate,Partner,78687.0,0,689,13,2130,31,19,1,0,1
Graduate,Single,49118.0,0,680,90,1229,43,28,2,0,1
Postgraduate,Partner,37633.0,2,647,49,38,57,6,0,0,0
Postgraduate,Partner,39767.0,0,343,18,485,63,17,0,0,0
Undergraduate,Partner,26997.0,0,601,89,434,63,13,0,0,0
Graduate,Single,33986.0,1,472,43,44,44,5,0,0,0
Postgraduate,Partner,57091.0,1,583,82,496,42,18,1,0,1
Graduate,Partner,46831.0,2,386,84,78,45,7,0,0,0
Postgraduate,Partner,83151.0,0,504,80,2346,42,23,3,0,1
Graduate,Partner,52531.0,0,546,68,794,43,21,0,0,0
Graduate,Partner,15759.0,0,297,12,17,58,4,0,0,0
Graduate,Single,22804.0,1,333,75,26,43,5,0,0,0
Graduate,Partner,43050.0,1,103,10,76,41,8,0,0,0
Postgraduate,Single,42997.0,2,204,91,15,37,4,0,0,0
Postgraduate,Single,48918.0,2,78,21,62,51,7,0,0,0
Postgraduate,Partner,60033.0,1,92,28,198,60,10,0,0,0
Postgraduate,Partner,34043.0,1,247,97,49,36,5,0,0,0
Graduate,Partner,57811.0,1,370,49,802,48,25,1,0,0
